gene	YAL030W	10	10	46	8	4	9	8	4	0	2	0
tRNA	tP(UGG)A	989	477	113	1372	927	182	856	3038	56	156	0
gene	YAL003W	444	114	560	461	32	255	144	31	147	24	0
gene	YAL001C	9	13	25	12	5	55	14	1	0	3	0
tRNA	tL(CAA)A	1327	751	203	2996	1310	1044	2850	4171	1498	215	85
gene	YBL111C	0	0	0	0	0	0	0	0	0	0	0
tRNA	tF(GAA)B	337	166	93	462	320	90	338	1205	185	45	0
gene	YBL091C-A	47	86	83	66	19	33	52	39	0	30	0
gene	YBL087C	101	41	115	53	9	15	20	7	0	3	0
gene	YBL059C-A	10	7	11	5	2	0	6	0	0	1	0
gene	YBL059W	5	19	0	5	2	2	3	7	0	0	0
gene	YBL050W	24	27	14	21	1	11	11	6	2	2	0
gene	YBL040C	100	175	97	121	48	95	47	38	0	11	0
gene	YBL027W	145	64	97	49	18	29	29	16	88	4	0
gene	YBL026W	11	4	59	20	3	0	1	8	0	0	0
gene	YBL018C	27	11	13	8	2	39	1	4	0	1	0
gene	YBR048W	19	4	65	18	6	0	5	4	0	0	0
gene	YBR062C	4	2	0	6	0	0	4	3	0	0	0
gene	YBR078W	602	259	917	804	153	760	644	222	348	24	0
gene	YBR082C	63	38	11	72	13	0	29	22	45	9	0
gene	YBR084C-A	41	17	36	38	8	20	7	7	0	2	0
gene	YBR090C	308	486	243	383	135	40	346	239	52	18	0
gene	YBR111W-A	11	8	0	22	2	0	14	7	0	3	0
gene	YBR111W-A	1	1	0	1	0	0	0	0	0	0	0
gene	YBR119W	20	7	25	20	1	11	8	3	0	0	0
gene	YBR181C	276	159	85	166	42	2	91	69	22	15	0
gene	YBR186W	1	2	0	5	0	0	0	0	0	1	0
gene	YBR189W	181	112	187	122	33	93	33	25	0	12	0
gene	YBR191W	86	52	97	32	20	8	15	25	2	2	0
gene	YBR215W	4	2	0	7	1	0	3	2	0	0	0
gene	YBR219C	13	11	46	32	12	82	24	17	20	14	0
gene	YBR230C	7	38	17	51	5	66	18	12	38	1	0
gene	YBR255C-A	26	47	72	30	5	29	4	9	0	6	0
tRNA	tL(CAA)C	18377	5370	9733	15441	5875	7329	12849	21201	9243	978	826
gene	YCL012C	17	18	21	17	5	0	9	7	0	6	0
gene	YCL005W-A	49	38	31	65	20	26	34	38	0	1	0
gene	YCL005W-A	19	15	8	11	7	16	12	5	38	1	0
gene	YCL002C	58	55	93	63	20	84	85	20	1	11	0
gene	YCR028C-A	11	2	26	3	0	0	6	1	0	1	0
gene	YCR031C	145	91	209	121	23	47	33	27	0	10	0
tRNA	tS(CGA)C	1586	1081	1050	3106	1603	996	1805	5424	2323	270	0
gene	YCR097W	6	2	27	8	1	3	8	2	45	0	0
gene	YCR097W	1	2	2	2	2	0	5	4	0	1	0
gene	YDL219W	28	27	54	31	3	43	15	8	1	1	0
gene	YDL191W	32	21	34	18	11	34	7	15	9	1	0
gene	YDL136W	11	48	1	11	8	0	9	11	0	3	0
gene	YDL130W	306	420	194	175	57	195	66	36	13	43	0
gene	YDL125C	83	118	122	132	29	73	64	49	30	15	0
gene	YDL115C	31	54	76	33	23	18	29	9	0	11	0
gene	YDL108W	6	11	51	6	1	0	4	6	0	1	0
gene	YDL083C	57	100	87	84	27	27	21	15	0	15	0
gene	YDL082W	136	84	247	80	17	168	45	16	36	6	0
gene	YDL079C	0	0	0	0	0	0	0	0	0	0	0
gene	YDL075W	11	11	0	4	1	71	1	1	6	0	0
gene	YDL064W	62	48	91	48	18	69	28	27	1	2	0
tRNA	tK(UUU)D	53	6	39	82	12	45	25	17	27	2	0
gene	YDL029W	103	40	78	189	34	106	92	32	46	0	0
gene	YDL012C	16	32	0	16	7	0	14	8	0	9	0
gene	YDR005C	23	20	10	26	4	0	4	4	0	2	0
gene	YDR025W	52	28	121	79	15	42	32	14	20	9	0
gene	YDR059C	9	1	0	6	1	1	4	4	0	0	0
gene	YDR064W	147	97	418	129	21	54	43	18	14	16	0
gene	YDR092W	47	29	51	27	15	0	27	23	77	9	0
gene	YDR129C	99	77	0	95	22	8	36	41	29	3	0
gene	YDR139C	22	10	0	10	3	0	7	5	0	2	0
tRNA	tI(UAU)D	7028	2651	618	16041	7767	1101	16362	31960	1748	3080	7
tRNA	tY(GUA)D	1160	751	1374	1513	1084	239	1284	4255	259	163	0
gene	YDR305C	56	52	45	102	22	0	60	46	10	5	0
tRNA	tF(GAA)D	297	91	100	288	147	149	217	477	0	42	0
gene	YDR318W	11	2	19	1	2	0	11	2	0	0	0
gene	YDR367W	72	103	239	67	16	93	44	35	72	4	0
gene	YDR381W	416	840	666	482	311	154	265	315	73	130	0
gene	YDR381C-A	10	20	18	20	3	0	12	7	4	1	0
gene	YDR397C	35	32	37	31	8	109	8	22	0	5	0
gene	YDR424C	31	22	56	30	4	92	12	6	4	6	0
gene	YDR424C	13	39	94	20	6	22	22	7	0	2	0
gene	YDR447C	71	156	94	78	52	22	17	68	0	12	0
gene	YDR450W	161	151	282	84	28	29	36	19	37	6	0
gene	YDR471W	145	114	159	84	47	18	52	65	47	11	0
gene	YDR500C	152	327	31	95	92	89	50	84	0	23	0
tRNA	tL(CAA)D	1449	479	651	2466	997	649	2298	2731	776	150	0
gene	YDR535C	0	1	0	3	0	56	1	0	0	1	0
gene	YIL177C	2	4	4	3	0	1	0	2	5	3	0
gene	YIL156W-B	17	30	41	42	7	6	18	19	28	5	0
gene	YIL148W	105	58	55	81	22	1	39	24	47	10	0
gene	YIL133C	603	434	363	413	201	104	135	181	79	30	0
gene	YIL111W	41	55	60	77	22	7	49	32	40	5	0
gene	YIL106W	90	65	106	80	18	14	38	16	63	3	192
gene	YIL073C	0	0	0	0	0	0	0	0	0	0	0
gene	YIL069C	66	61	38	52	11	39	13	24	0	7	0
gene	YIL052C	1	0	0	0	0	0	0	0	0	0	0
gene	YIL018W	985	646	1155	669	105	400	207	78	288	10	0
gene	YIL004C	31	37	115	37	6	12	28	22	26	0	0
gene	YEL076C-A	8	2	0	10	1	13	3	2	0	3	0
gene	YEL012W	0	1	0	4	1	0	0	0	0	0	0
gene	YEL003W	10	3	43	11	0	33	0	1	0	1	0
gene	YER003C	21	14	3	16	2	0	3	0	0	0	0
gene	YER007C-A	3	10	15	5	2	0	3	2	0	2	0
gene	YER014C-A	3	4	0	6	4	8	0	1	10	2	0
gene	YER044C-A	0	1	0	0	0	0	0	1	0	0	0
gene	YER056C-A	224	373	92	64	61	103	61	60	0	50	0
gene	YER074W	16	20	36	9	8	0	6	5	0	5	0
gene	YER074W-A	65	37	110	36	10	48	14	5	37	3	0
